Timestamp,n-transactions
2017-07-02 00:00:00,243206.14285714287
2017-07-05 00:00:00,243621
2017-07-08 00:00:00,233264.2857142857
2017-07-11 00:00:00,231698.85714285713
2017-07-14 00:00:00,239012.42857142858
2017-07-17 00:00:00,239061.85714285713
2017-07-20 00:00:00,234781.7142857143
2017-07-23 00:00:00,238546.14285714287
2017-07-26 00:00:00,234415.2857142857
2017-07-29 00:00:00,228418
2017-08-01 00:00:00,225822.2857142857
2017-08-04 00:00:00,203958.7142857143
2017-08-07 00:00:00,208630.7142857143
2017-08-10 00:00:00,239105.42857142858
2017-08-13 00:00:00,255377.85714285713
2017-08-16 00:00:00,270445.14285714284
2017-08-19 00:00:00,289232.85714285716
2017-08-22 00:00:00,279984.71428571426
2017-08-25 00:00:00,248932.57142857142
2017-08-28 00:00:00,235591.2857142857
2017-08-31 00:00:00,239529
2017-09-03 00:00:00,262778.4285714286
2017-09-06 00:00:00,259312.57142857142
2017-09-09 00:00:00,255916.42857142858
2017-09-12 00:00:00,250665.2857142857
2017-09-15 00:00:00,247389.7142857143
2017-09-18 00:00:00,251304.14285714287
2017-09-21 00:00:00,246133
2017-09-24 00:00:00,231608.57142857142
2017-09-27 00:00:00,228283.42857142858
2017-09-30 00:00:00,238252
2017-10-03 00:00:00,251908
2017-10-06 00:00:00,250567.42857142858
2017-10-09 00:00:00,262359
2017-10-12 00:00:00,274151.28571428574
2017-10-15 00:00:00,289573.4285714286
2017-10-18 00:00:00,303031.14285714284
2017-10-21 00:00:00,317821.28571428574
2017-10-24 00:00:00,321556.4285714286
2017-10-27 00:00:00,308336.4285714286
2017-10-30 00:00:00,290334.4285714286
2017-11-02 00:00:00,285535.85714285716
2017-11-05 00:00:00,313194.14285714284
2017-11-07 23:00:00,303302.14285714284
2017-11-10 23:00:00,295269.4285714286
2017-11-13 23:00:00,277129.5714285714
2017-11-16 23:00:00,266546.14285714284
2017-11-19 23:00:00,293689.14285714284
2017-11-22 23:00:00,310295.71428571426
2017-11-25 23:00:00,325544.85714285716
2017-11-28 23:00:00,340224.85714285716
2017-12-01 23:00:00,372426.14285714284
2017-12-04 23:00:00,377349.28571428574
2017-12-07 23:00:00,388172.14285714284
2017-12-10 23:00:00,393544.28571428574
2017-12-13 23:00:00,381568.85714285716
2017-12-16 23:00:00,395445.14285714284
2017-12-19 23:00:00,407127.4285714286
2017-12-22 23:00:00,373628.5714285714
2017-12-25 23:00:00,325955.5714285714
2017-12-28 23:00:00,293920.4285714286
2017-12-31 23:00:00,296816.28571428574
2018-01-03 23:00:00,324629.4285714286
2018-01-06 23:00:00,342240.5714285714
2018-01-09 23:00:00,370949.85714285716
2018-01-12 23:00:00,345487.71428571426
2018-01-15 23:00:00,302873
2018-01-18 23:00:00,286212.14285714284
2018-01-21 23:00:00,271780.85714285716
2018-01-24 23:00:00,253895.42857142858
2018-01-27 23:00:00,233451.42857142858
2018-01-30 23:00:00,226181.57142857142
2018-02-02 23:00:00,224809.57142857142
2018-02-05 23:00:00,217058.2857142857
2018-02-08 23:00:00,207426.7142857143
2018-02-11 23:00:00,193477.42857142858
2018-02-14 23:00:00,178065.57142857142
2018-02-17 23:00:00,181891
2018-02-20 23:00:00,185920.57142857142
2018-02-23 23:00:00,184676.42857142858
2018-02-26 23:00:00,179708.7142857143
2018-03-01 23:00:00,187665.85714285713
2018-03-04 23:00:00,194484.7142857143
2018-03-07 23:00:00,198214.85714285713
2018-03-10 23:00:00,190356.14285714287
2018-03-14 00:00:00,185746.57142857142
2018-03-17 00:00:00,182264.7142857143
2018-03-20 00:00:00,184396
2018-03-23 00:00:00,181800.7142857143
2018-03-26 00:00:00,176986.85714285713
2018-03-29 00:00:00,172828.85714285713
2018-04-01 00:00:00,173525.42857142858
2018-04-04 00:00:00,172387.85714285713
2018-04-07 00:00:00,170182
2018-04-10 00:00:00,172726.7142857143
2018-04-13 00:00:00,174738.2857142857
2018-04-16 00:00:00,187180.14285714287
2018-04-19 00:00:00,194671.57142857142
2018-04-22 00:00:00,198281.7142857143
2018-04-25 00:00:00,209818.7142857143
2018-04-28 00:00:00,212528.14285714287
2018-05-01 00:00:00,213583.57142857142
2018-05-04 00:00:00,207354.42857142858
2018-05-07 00:00:00,207059.42857142858
2018-05-10 00:00:00,207358
2018-05-13 00:00:00,200836
2018-05-16 00:00:00,199212.57142857142
2018-05-19 00:00:00,196852.2857142857
2018-05-22 00:00:00,194572.14285714287
2018-05-25 00:00:00,197062.57142857142
2018-05-28 00:00:00,190753.2857142857
2018-05-31 00:00:00,186286
2018-06-03 00:00:00,190245.2857142857
2018-06-06 00:00:00,197120.14285714287
2018-06-09 00:00:00,196454.2857142857
2018-06-12 00:00:00,198805
2018-06-15 00:00:00,200163.2857142857
2018-06-18 00:00:00,194215.42857142858
2018-06-21 00:00:00,186698.14285714287
2018-06-24 00:00:00,185351.2857142857
2018-06-27 00:00:00,188291.42857142858
2018-06-30 00:00:00,184415.57142857142
2018-07-03 00:00:00,186575
2018-07-06 00:00:00,193946
2018-07-09 00:00:00,192752.42857142858
2018-07-12 00:00:00,193092.85714285713
2018-07-15 00:00:00,195544.42857142858
2018-07-18 00:00:00,199068
2018-07-21 00:00:00,209824.42857142858
2018-07-24 00:00:00,214959.2857142857
2018-07-27 00:00:00,221169.42857142858
2018-07-30 00:00:00,222395.2857142857
2018-08-02 00:00:00,218952.2857142857
2018-08-05 00:00:00,218534.42857142858
2018-08-08 00:00:00,215895.14285714287
2018-08-11 00:00:00,214182.14285714287
2018-08-14 00:00:00,213791.57142857142
2018-08-17 00:00:00,218840.2857142857
2018-08-20 00:00:00,220054.42857142858
2018-08-23 00:00:00,212508.14285714287
2018-08-26 00:00:00,209159
2018-08-29 00:00:00,214056.42857142858
2018-09-01 00:00:00,219548.14285714287
2018-09-04 00:00:00,223912.42857142858
2018-09-07 00:00:00,227350.2857142857
2018-09-10 00:00:00,225432.85714285713
2018-09-13 00:00:00,224300.42857142858
2018-09-16 00:00:00,221593.42857142858
2018-09-19 00:00:00,223671.2857142857
2018-09-22 00:00:00,236103.85714285713
2018-09-25 00:00:00,240792.42857142858
2018-09-28 00:00:00,240186.14285714287
2018-10-01 00:00:00,237597.7142857143
2018-10-04 00:00:00,237052.7142857143
2018-10-07 00:00:00,234403.42857142858
2018-10-10 00:00:00,235522.2857142857
2018-10-13 00:00:00,238437.57142857142
2018-10-16 00:00:00,235678.42857142858
2018-10-19 00:00:00,239750.57142857142
2018-10-22 00:00:00,247410.85714285713
2018-10-25 00:00:00,244211.42857142858
2018-10-28 00:00:00,245104.7142857143
2018-10-31 00:00:00,252626
2018-11-03 00:00:00,267088.28571428574
2018-11-05 23:00:00,274049.85714285716
2018-11-08 23:00:00,274511.4285714286
2018-11-11 23:00:00,276201
2018-11-14 23:00:00,276129.14285714284
2018-11-17 23:00:00,279458.5714285714
2018-11-20 23:00:00,275182.4285714286
2018-11-23 23:00:00,265027.4285714286
2018-11-26 23:00:00,261586.2857142857
2018-11-29 23:00:00,255830.14285714287
2018-12-02 23:00:00,248707.7142857143
2018-12-05 23:00:00,246892.14285714287
2018-12-08 23:00:00,250666.14285714287
2018-12-11 23:00:00,252794
2018-12-14 23:00:00,255022.7142857143
2018-12-17 23:00:00,263612.5714285714
2018-12-20 23:00:00,274266.5714285714
2018-12-23 23:00:00,276753.71428571426
2018-12-26 23:00:00,269781.4285714286
2018-12-29 23:00:00,277522.85714285716
2019-01-01 23:00:00,273802.85714285716
2019-01-04 23:00:00,267358.85714285716
2019-01-07 23:00:00,269672.14285714284
2019-01-10 23:00:00,293598
2019-01-13 23:00:00,302367.28571428574
2019-01-16 23:00:00,304125
2019-01-19 23:00:00,299501.5714285714
2019-01-22 23:00:00,299415.71428571426
2019-01-25 23:00:00,298610.4285714286
2019-01-28 23:00:00,295966.14285714284
2019-01-31 23:00:00,310881.4285714286
2019-02-03 23:00:00,324527.5714285714
2019-02-06 23:00:00,336348.85714285716
2019-02-09 23:00:00,334048.85714285716
2019-02-12 23:00:00,319388.71428571426
2019-02-15 23:00:00,314523.14285714284
2019-02-18 23:00:00,325615.71428571426
2019-02-21 23:00:00,322965.71428571426
2019-02-24 23:00:00,329060.28571428574
2019-02-27 23:00:00,334906.85714285716
2019-03-02 23:00:00,346617.28571428574
2019-03-05 23:00:00,335180
2019-03-08 23:00:00,303585.85714285716
2019-03-12 00:00:00,268353.71428571426
2019-03-15 00:00:00,271987.5714285714
2019-03-18 00:00:00,278972.4285714286
2019-03-21 00:00:00,283952.14285714284
2019-03-24 00:00:00,282758.28571428574
2019-03-27 00:00:00,295791.5714285714
2019-03-30 00:00:00,330435.14285714284
2019-04-02 00:00:00,377350.71428571426
2019-04-05 00:00:00,373510.4285714286
2019-04-08 00:00:00,368944.4285714286
2019-04-11 00:00:00,366705.5714285714
2019-04-14 00:00:00,373180.71428571426
2019-04-17 00:00:00,374309.4285714286
2019-04-20 00:00:00,362848.85714285716
2019-04-23 00:00:00,358136
2019-04-26 00:00:00,359262.5714285714
2019-04-29 00:00:00,366520.4285714286
2019-05-02 00:00:00,379548.4285714286
2019-05-05 00:00:00,389160.14285714284
2019-05-08 00:00:00,381469.71428571426
2019-05-11 00:00:00,353239.14285714284
2019-05-14 00:00:00,354501.71428571426
2019-05-17 00:00:00,358321.71428571426
2019-05-20 00:00:00,367139.71428571426
2019-05-23 00:00:00,371519.5714285714
2019-05-26 00:00:00,372262.85714285716
2019-05-29 00:00:00,380084.71428571426
2019-06-01 00:00:00,369072.4285714286
2019-06-04 00:00:00,342651
2019-06-07 00:00:00,334048.28571428574
2019-06-10 00:00:00,335934.71428571426
2019-06-13 00:00:00,333195
2019-06-16 00:00:00,340452.71428571426
2019-06-19 00:00:00,342763.28571428574
2019-06-22 00:00:00,344428.4285714286
2019-06-25 00:00:00,369460.5714285714
2019-06-28 00:00:00,368900.71428571426
2019-07-01 00:00:00,372129.71428571426
2019-07-04 00:00:00,366197.4285714286
2019-07-07 00:00:00,362341
2019-07-10 00:00:00,364744.5714285714
2019-07-13 00:00:00,344120
2019-07-16 00:00:00,332124.28571428574
2019-07-19 00:00:00,331688
2019-07-22 00:00:00,322844.5714285714
2019-07-25 00:00:00,308273.14285714284
2019-07-28 00:00:00,308473.4285714286
2019-07-31 00:00:00,310085.28571428574
2019-08-03 00:00:00,323670.85714285716
2019-08-06 00:00:00,334391.4285714286
2019-08-09 00:00:00,341503.28571428574
2019-08-12 00:00:00,333302.4285714286
2019-08-15 00:00:00,326130.5714285714
2019-08-18 00:00:00,324142.14285714284
2019-08-21 00:00:00,323952
2019-08-24 00:00:00,314268.4285714286
2019-08-27 00:00:00,316631.28571428574
2019-08-30 00:00:00,323681.71428571426
2019-09-02 00:00:00,329857.14285714284
2019-09-05 00:00:00,335173.85714285716
2019-09-08 00:00:00,334351.14285714284
2019-09-11 00:00:00,328904
2019-09-14 00:00:00,320378
2019-09-17 00:00:00,320605.5714285714
2019-09-20 00:00:00,326187.14285714284
2019-09-23 00:00:00,342295.5714285714
2019-09-26 00:00:00,332989.14285714284
2019-09-29 00:00:00,325997.5714285714
2019-10-02 00:00:00,322291.4285714286
2019-10-05 00:00:00,319844
2019-10-08 00:00:00,322948
2019-10-11 00:00:00,323253.14285714284
2019-10-14 00:00:00,321122.71428571426
2019-10-17 00:00:00,322041.4285714286
2019-10-20 00:00:00,320050.71428571426
2019-10-23 00:00:00,328536.4285714286
2019-10-26 00:00:00,324221.14285714284
2019-10-29 00:00:00,313544.4285714286
2019-11-01 00:00:00,302297
2019-11-03 23:00:00,302929
2019-11-06 23:00:00,306756
2019-11-09 23:00:00,313567.71428571426
2019-11-12 23:00:00,312084.28571428574
2019-11-15 23:00:00,318296.71428571426
2019-11-18 23:00:00,306857.71428571426
2019-11-21 23:00:00,307189.14285714284
2019-11-24 23:00:00,308810.28571428574
2019-11-27 23:00:00,303808.85714285716
2019-11-30 23:00:00,297730.85714285716
2019-12-03 23:00:00,305975.85714285716
2019-12-06 23:00:00,309637
2019-12-09 23:00:00,311202.28571428574
2019-12-12 23:00:00,302322.71428571426
2019-12-15 23:00:00,302365.85714285716
2019-12-18 23:00:00,307458.28571428574
2019-12-21 23:00:00,312479.85714285716
2019-12-24 23:00:00,307704.28571428574
2019-12-27 23:00:00,292914.5714285714
2019-12-30 23:00:00,293725.4285714286
2020-01-02 23:00:00,295094.5714285714
2020-01-05 23:00:00,293822.4285714286
2020-01-08 23:00:00,306903.14285714284
2020-01-11 23:00:00,315840.5714285714
2020-01-14 23:00:00,314509.4285714286
2020-01-17 23:00:00,316193.28571428574
2020-01-20 23:00:00,316344
2020-01-23 23:00:00,311794.85714285716
2020-01-26 23:00:00,306870.4285714286
2020-01-29 23:00:00,307212.85714285716
2020-02-01 23:00:00,313116.71428571426
2020-02-04 23:00:00,320337
2020-02-07 23:00:00,321959.5714285714
2020-02-10 23:00:00,323091.28571428574
2020-02-13 23:00:00,331250.5714285714
2020-02-16 23:00:00,327059.71428571426
2020-02-19 23:00:00,326923.14285714284
2020-02-22 23:00:00,322755.5714285714
2020-02-25 23:00:00,320510.5714285714
2020-02-28 23:00:00,327285.28571428574
2020-03-02 23:00:00,333161.14285714284
2020-03-05 23:00:00,339912.14285714284
2020-03-09 00:00:00,335401.14285714284
2020-03-12 00:00:00,324188.4285714286
2020-03-15 00:00:00,310671.28571428574
2020-03-18 00:00:00,280864.4285714286
2020-03-21 00:00:00,261902.85714285713
2020-03-24 00:00:00,253532.7142857143
2020-03-27 00:00:00,255513.57142857142
2020-03-30 00:00:00,256992
2020-04-02 00:00:00,270247.28571428574
2020-04-05 00:00:00,273277.5714285714
2020-04-08 00:00:00,278081
2020-04-11 00:00:00,278375.28571428574
2020-04-14 00:00:00,277016.85714285716
2020-04-17 00:00:00,283660.85714285716
2020-04-20 00:00:00,292285.71428571426
2020-04-23 00:00:00,292665.5714285714
2020-04-26 00:00:00,297472.14285714284
2020-04-29 00:00:00,299455
2020-05-02 00:00:00,308896.71428571426
2020-05-05 00:00:00,316006.4285714286
2020-05-08 00:00:00,319950.4285714286
2020-05-11 00:00:00,321909.5714285714
2020-05-14 00:00:00,316092.71428571426
2020-05-17 00:00:00,301512.28571428574
2020-05-20 00:00:00,279738.71428571426
2020-05-23 00:00:00,277041
2020-05-26 00:00:00,268833.71428571426
2020-05-29 00:00:00,273862.5714285714
2020-06-01 00:00:00,282846.71428571426
2020-06-04 00:00:00,293109.85714285716
2020-06-07 00:00:00,302156.14285714284
2020-06-10 00:00:00,305851
2020-06-13 00:00:00,308216.71428571426
2020-06-16 00:00:00,307624.71428571426
2020-06-19 00:00:00,303801
2020-06-22 00:00:00,305733.4285714286
2020-06-25 00:00:00,305796.4285714286
2020-06-28 00:00:00,306638
2020-07-01 00:00:00,301491.4285714286
2020-07-04 00:00:00,315514.71428571426
2020-07-07 00:00:00,322042.71428571426
2020-07-10 00:00:00,326953.5714285714
2020-07-13 00:00:00,332863.71428571426
2020-07-16 00:00:00,326283.85714285716
2020-07-19 00:00:00,317040
2020-07-22 00:00:00,309507.5714285714
2020-07-25 00:00:00,325886
2020-07-28 00:00:00,328938.85714285716
2020-07-31 00:00:00,331102.28571428574
2020-08-03 00:00:00,328185.85714285716
2020-08-06 00:00:00,317695.4285714286
2020-08-09 00:00:00,315601.4285714286
2020-08-12 00:00:00,312182.4285714286
2020-08-15 00:00:00,321111.71428571426
2020-08-18 00:00:00,325593.5714285714
2020-08-21 00:00:00,324435.71428571426
2020-08-24 00:00:00,317323.71428571426
2020-08-27 00:00:00,315161.85714285716
2020-08-30 00:00:00,317159.4285714286
2020-09-02 00:00:00,320912.5714285714
2020-09-05 00:00:00,309711.71428571426
2020-09-08 00:00:00,317024.28571428574
2020-09-11 00:00:00,315400.5714285714
2020-09-14 00:00:00,312108.5714285714
2020-09-17 00:00:00,319878.85714285716
2020-09-20 00:00:00,322113
2020-09-23 00:00:00,311770.4285714286
2020-09-26 00:00:00,312229.4285714286
2020-09-29 00:00:00,309081.28571428574
2020-10-02 00:00:00,312565.71428571426
2020-10-05 00:00:00,313380.4285714286
2020-10-08 00:00:00,311790.85714285716
2020-10-11 00:00:00,317076.71428571426
2020-10-14 00:00:00,320299.28571428574
2020-10-17 00:00:00,311736
2020-10-20 00:00:00,303421.5714285714
2020-10-23 00:00:00,302306.28571428574
2020-10-26 00:00:00,308255.28571428574
2020-10-29 00:00:00,282539.28571428574
2020-11-01 00:00:00,261182.14285714287
2020-11-03 23:00:00,273447.4285714286
2020-11-06 23:00:00,298296.28571428574
2020-11-09 23:00:00,307388.5714285714
2020-11-12 23:00:00,304440.5714285714
2020-11-15 23:00:00,300435.85714285716
2020-11-18 23:00:00,310339.5714285714
2020-11-21 23:00:00,320606.71428571426
2020-11-24 23:00:00,319220.14285714284
2020-11-27 23:00:00,317408.14285714284
2020-11-30 23:00:00,307968
2020-12-03 23:00:00,312646.5714285714
2020-12-06 23:00:00,309810.85714285716
2020-12-09 23:00:00,308570.4285714286
2020-12-12 23:00:00,303624.71428571426
2020-12-15 23:00:00,306546.14285714284
2020-12-18 23:00:00,315229.5714285714
2020-12-21 23:00:00,316585.71428571426
2020-12-24 23:00:00,314735.28571428574
2020-12-27 23:00:00,298411.28571428574
2020-12-30 23:00:00,305710.14285714284
2021-01-02 23:00:00,313238
2021-01-05 23:00:00,332186.85714285716
2021-01-08 23:00:00,363100.85714285716
2021-01-11 23:00:00,356993.85714285716
2021-01-14 23:00:00,334334.4285714286
2021-01-17 23:00:00,321842.5714285714
2021-01-20 23:00:00,316693.4285714286
2021-01-23 23:00:00,306925.71428571426
2021-01-26 23:00:00,305387.85714285716
2021-01-29 23:00:00,313564.5714285714
2021-02-01 23:00:00,315799.85714285716
2021-02-04 23:00:00,328818.4285714286
2021-02-07 23:00:00,334059.71428571426
2021-02-10 23:00:00,340671
2021-02-13 23:00:00,329593
2021-02-16 23:00:00,318366.4285714286
2021-02-19 23:00:00,316566.5714285714
2021-02-22 23:00:00,307156.4285714286
2021-02-25 23:00:00,313025.85714285716
2021-02-28 23:00:00,305570.14285714284
2021-03-03 23:00:00,308524.14285714284
2021-03-06 23:00:00,300246.71428571426
2021-03-09 23:00:00,297307.4285714286
2021-03-12 23:00:00,299573.71428571426
2021-03-16 00:00:00,304816
2021-03-19 00:00:00,306489.5714285714
2021-03-22 00:00:00,296803.5714285714
2021-03-25 00:00:00,298074.14285714284
2021-03-28 00:00:00,293157.71428571426
2021-03-31 00:00:00,296932
2021-04-03 00:00:00,301676.4285714286
2021-04-06 00:00:00,298333.71428571426
2021-04-09 00:00:00,290282.28571428574
2021-04-12 00:00:00,296531.28571428574
2021-04-15 00:00:00,293552.14285714284
2021-04-18 00:00:00,275178.4285714286
2021-04-21 00:00:00,262049
2021-04-24 00:00:00,250581
2021-04-27 00:00:00,264108.14285714284
2021-04-30 00:00:00,271835.5714285714
2021-05-03 00:00:00,266140.14285714284
2021-05-06 00:00:00,277809.14285714284
2021-05-09 00:00:00,289554
2021-05-12 00:00:00,295301.5714285714
2021-05-15 00:00:00,282992.5714285714
2021-05-18 00:00:00,265362.5714285714
2021-05-21 00:00:00,240139.2857142857
2021-05-24 00:00:00,229693.85714285713
2021-05-27 00:00:00,224523.14285714287
2021-05-30 00:00:00,217735.7142857143
2021-06-02 00:00:00,214608
2021-06-05 00:00:00,226005.57142857142
2021-06-08 00:00:00,227543.85714285713
2021-06-11 00:00:00,223262.2857142857
2021-06-14 00:00:00,224664.7142857143
2021-06-17 00:00:00,230938.7142857143
2021-06-20 00:00:00,224571
2021-06-23 00:00:00,209920.57142857142
2021-06-26 00:00:00,205727.2857142857
2021-06-29 00:00:00,200702.2857142857
2021-07-02 00:00:00,199573.42857142858
2021-07-05 00:00:00,210054.57142857142
2021-07-08 00:00:00,214485.7142857143
2021-07-11 00:00:00,212944.14285714287
2021-07-14 00:00:00,211864.14285714287
2021-07-17 00:00:00,212787
2021-07-20 00:00:00,212257.85714285713
2021-07-23 00:00:00,212844.14285714287
2021-07-26 00:00:00,218147.14285714287
2021-07-29 00:00:00,228918.85714285713
2021-08-01 00:00:00,238329.42857142858
2021-08-04 00:00:00,235318.85714285713
2021-08-07 00:00:00,232080.14285714287
2021-08-10 00:00:00,235613
2021-08-13 00:00:00,241669.7142857143
2021-08-16 00:00:00,240423.2857142857
2021-08-19 00:00:00,239360.85714285713
2021-08-22 00:00:00,242794
2021-08-25 00:00:00,245339.2857142857
2021-08-28 00:00:00,246167.14285714287
2021-08-31 00:00:00,243324.14285714287